Xi,Yi,Zi,Xj,Yj,Zj,Item,Lij,Uij,Cij
s,0,a,20,0,b,30 STAND-UP ROUNDS,100000,100000,0
s,0,a,31,0,b,SETS OF STAGE STEPS,100000,100000,0
s,0,a,36,0,b,8 X 30 TABLES,100000,100000,0
s,0,a,32,0,b,8 X 18 TABLES,100000,100000,0
s,0,a,30,0,b,8 X 18 TABLES,100000,100000,0
s,0,a,1,0,b,16RISERS 6 X 8,100000,100000,0
s,0,a,18,0,b,6 X 30 TABLES,100000,100000,0
s,0,a,14,0,b,30 STAND-UP ROUNDS,100000,100000,0
s,0,a,20,0,b,16RISERS 6 X 8,100000,100000,0
s,0,a,2,0,b,30 STAND-UP ROUNDS,100000,100000,0
s,0,a,35,0,b,24RISERS 6 X 8,100000,100000,0
s,0,a,15,0,b,16RISERS 6 X 8,100000,100000,0
s,0,a,8,0,b,SETS OF STAGE STEPS,100000,100000,0
s,0,a,9,0,b,30 STAND-UP ROUNDS,100000,100000,0
s,0,a,3,0,b,6 X 30 TABLES,100000,100000,0
s,0,a,4,0,b,16RISERS 6 X 8,100000,100000,0
s,0,a,2,0,b,8 X 30 TABLES,100000,100000,0
s,0,a,27,0,b,6 X 30 TABLES,100000,100000,0
s,0,a,18,0,b,30 COCKTAIL ROUNDS,100000,100000,0
s,0,a,12,0,b,16RISERS 6 X 8,100000,100000,0
s,0,a,8,0,b,8 X 18 TABLES,100000,100000,0
s,0,a,36,0,b,66 ROUND TABLES,100000,100000,0
s,0,a,13,0,b,8 X 18 TABLES,100000,100000,0
s,0,a,8,0,b,66 ROUND TABLES,100000,100000,0
s,0,a,7,0,b,16RISERS 6 X 8,100000,100000,0
s,0,a,17,0,b,16RISERS 6 X 8,100000,100000,0
s,0,a,32,0,b,24RISERS 6 X 8,100000,100000,0
s,0,a,21,0,b,6 X 30 TABLES,100000,100000,0
s,0,a,5,0,b,8 X 30 TABLES,100000,100000,0
t,2,a,t,2,b,MEETING ROOM CHAIRS,3600000,3600000,0
s,0,a,21,0,b,MEETING ROOM CHAIRS,100000,100000,0
s,0,a,23,0,b,6 X 30 TABLES,100000,100000,0
s,0,a,11,0,b,6 X 18 TABLES,100000,100000,0
s,0,a,26,0,b,24RISERS 6 X 8,100000,100000,0
s,0,a,17,0,b,6 X 18 TABLES,100000,100000,0
t,2,a,t,2,b,SETS OF STAGE STEPS,3600000,3600000,0
s,0,a,30,0,b,66 ROUND TABLES,100000,100000,0
s,0,a,6,0,b,MEETING ROOM CHAIRS,100000,100000,0
s,0,a,19,0,b,30 STAND-UP ROUNDS,100000,100000,0
s,0,a,7,0,b,30 STAND-UP ROUNDS,100000,100000,0
s,0,a,1,0,b,MEETING ROOM CHAIRS,100000,100000,0
s,0,a,4,0,b,8 X 30 TABLES,100000,100000,0
s,0,a,28,0,b,16RISERS 6 X 8,100000,100000,0
s,0,a,19,0,b,66 ROUND TABLES,100000,100000,0
s,0,a,34,0,b,24RISERS 6 X 8,100000,100000,0
s,0,a,18,0,b,MEETING ROOM CHAIRS,100000,100000,0
s,0,a,2,0,b,6 X 18 TABLES,100000,100000,0
s,0,a,25,0,b,SETS OF STAGE STEPS,100000,100000,0
s,0,a,14,0,b,6 X 18 TABLES,100000,100000,0
s,0,a,7,0,b,MEETING ROOM CHAIRS,100000,100000,0
s,0,a,20,0,b,6 X 18 TABLES,100000,100000,0
s,0,a,20,0,b,8 X 18 TABLES,100000,100000,0
s,0,a,25,0,b,66 ROUND TABLES,100000,100000,0
s,0,a,7,0,b,SETS OF STAGE STEPS,100000,100000,0
s,0,a,27,0,b,PODIUMS,100000,100000,0
s,0,a,29,0,b,8 X 30 TABLES,100000,100000,0
s,0,a,28,0,b,SETS OF STAGE STEPS,100000,100000,0
s,0,a,21,0,b,30 COCKTAIL ROUNDS,100000,100000,0
s,0,a,18,0,b,PODIUMS,100000,100000,0
s,0,a,31,0,b,PODIUMS,100000,100000,0
s,0,a,19,0,b,8 X 18 TABLES,100000,100000,0
s,0,a,24,0,b,30 COCKTAIL ROUNDS,100000,100000,0
s,0,a,35,0,b,MEETING ROOM CHAIRS,100000,100000,0
s,0,a,28,0,b,66 ROUND TABLES,100000,100000,0
s,0,a,28,0,b,8 X 30 TABLES,100000,100000,0
s,0,a,3,0,b,30 COCKTAIL ROUNDS,100000,100000,0
s,0,a,35,0,b,SETS OF STAGE STEPS,100000,100000,0
s,0,a,26,0,b,PODIUMS,100000,100000,0
s,0,a,21,0,b,PODIUMS,100000,100000,0
s,0,a,10,0,b,8 X 18 TABLES,100000,100000,0
s,0,a,22,0,b,6 X 30 TABLES,100000,100000,0
s,0,a,35,0,b,30 STAND-UP ROUNDS,100000,100000,0
t,2,a,t,2,b,30 COCKTAIL ROUNDS,3600000,3600000,0
s,0,a,29,0,b,66 ROUND TABLES,100000,100000,0
s,0,a,24,0,b,6 X 30 TABLES,100000,100000,0
s,0,a,28,0,b,30 STAND-UP ROUNDS,100000,100000,0
s,0,a,12,0,b,6 X 30 TABLES,100000,100000,0
s,0,a,4,0,b,SETS OF STAGE STEPS,100000,100000,0
s,0,a,26,0,b,30 COCKTAIL ROUNDS,100000,100000,0
s,0,a,23,0,b,24RISERS 6 X 8,100000,100000,0
s,0,a,17,0,b,6 X 30 TABLES,100000,100000,0
s,0,a,30,0,b,8 X 30 TABLES,100000,100000,0
s,0,a,11,0,b,PODIUMS,100000,100000,0
s,0,a,15,0,b,MEETING ROOM CHAIRS,100000,100000,0
s,0,a,32,0,b,30 STAND-UP ROUNDS,100000,100000,0
s,0,a,36,0,b,30 COCKTAIL ROUNDS,100000,100000,0
s,0,a,4,0,b,66 ROUND TABLES,100000,100000,0
s,0,a,27,0,b,30 COCKTAIL ROUNDS,100000,100000,0
s,0,a,34,0,b,16RISERS 6 X 8,100000,100000,0
s,0,a,11,0,b,30 COCKTAIL ROUNDS,100000,100000,0
s,0,a,17,0,b,PODIUMS,100000,100000,0
s,0,a,24,0,b,PODIUMS,100000,100000,0
s,0,a,15,0,b,30 COCKTAIL ROUNDS,100000,100000,0
s,0,a,1,0,b,24RISERS 6 X 8,100000,100000,0
s,0,a,5,0,b,66 ROUND TABLES,100000,100000,0
s,0,a,4,0,b,30 STAND-UP ROUNDS,100000,100000,0
s,0,a,10,0,b,PODIUMS,100000,100000,0
s,0,a,15,0,b,24RISERS 6 X 8,100000,100000,0
s,0,a,16,0,b,6 X 30 TABLES,100000,100000,0
s,0,a,22,0,b,PODIUMS,100000,100000,0
s,0,a,25,0,b,8 X 30 TABLES,100000,100000,0
s,0,a,12,0,b,MEETING ROOM CHAIRS,100000,100000,0
s,0,a,29,0,b,PODIUMS,100000,100000,0
s,0,a,26,0,b,6 X 30 TABLES,100000,100000,0
s,0,a,2,0,b,8 X 18 TABLES,100000,100000,0
t,2,a,t,2,b,30 STAND-UP ROUNDS,3600000,3600000,0
s,0,a,16,0,b,SETS OF STAGE STEPS,100000,100000,0
s,0,a,17,0,b,30 COCKTAIL ROUNDS,100000,100000,0
s,0,a,15,0,b,PODIUMS,100000,100000,0
s,0,a,6,0,b,PODIUMS,100000,100000,0
s,0,a,16,0,b,MEETING ROOM CHAIRS,100000,100000,0
t,2,a,t,2,b,6 X 18 TABLES,3600000,3600000,0
s,0,a,10,0,b,30 COCKTAIL ROUNDS,100000,100000,0
s,0,a,12,0,b,8 X 18 TABLES,100000,100000,0
s,0,a,18,0,b,16RISERS 6 X 8,100000,100000,0
s,0,a,5,0,b,30 COCKTAIL ROUNDS,100000,100000,0
s,0,a,36,0,b,6 X 30 TABLES,100000,100000,0
s,0,a,4,0,b,24RISERS 6 X 8,100000,100000,0
s,0,a,18,0,b,6 X 18 TABLES,100000,100000,0
s,0,a,24,0,b,MEETING ROOM CHAIRS,100000,100000,0
s,0,a,11,0,b,6 X 30 TABLES,100000,100000,0
s,0,a,12,0,b,PODIUMS,100000,100000,0
s,0,a,9,0,b,PODIUMS,100000,100000,0
s,0,a,2,0,b,SETS OF STAGE STEPS,100000,100000,0
s,0,a,25,0,b,6 X 18 TABLES,100000,100000,0
s,0,a,14,0,b,SETS OF STAGE STEPS,100000,100000,0
s,0,a,8,0,b,8 X 30 TABLES,100000,100000,0
s,0,a,5,0,b,PODIUMS,100000,100000,0
s,0,a,1,0,b,PODIUMS,100000,100000,0
s,0,a,17,0,b,24RISERS 6 X 8,100000,100000,0
s,0,a,31,0,b,6 X 18 TABLES,100000,100000,0
s,0,a,11,0,b,24RISERS 6 X 8,100000,100000,0
s,0,a,25,0,b,30 STAND-UP ROUNDS,100000,100000,0
s,0,a,28,0,b,24RISERS 6 X 8,100000,100000,0
s,0,a,33,0,b,MEETING ROOM CHAIRS,100000,100000,0
s,0,a,16,0,b,24RISERS 6 X 8,100000,100000,0
s,0,a,27,0,b,30 STAND-UP ROUNDS,100000,100000,0
s,0,a,36,0,b,8 X 18 TABLES,100000,100000,0
s,0,a,31,0,b,30 STAND-UP ROUNDS,100000,100000,0
s,0,a,33,0,b,SETS OF STAGE STEPS,100000,100000,0
s,0,a,22,0,b,30 COCKTAIL ROUNDS,100000,100000,0
s,0,a,22,0,b,MEETING ROOM CHAIRS,100000,100000,0
s,0,a,27,0,b,24RISERS 6 X 8,100000,100000,0
s,0,a,11,0,b,8 X 18 TABLES,100000,100000,0
s,0,a,29,0,b,30 COCKTAIL ROUNDS,100000,100000,0
s,0,a,1,0,b,30 COCKTAIL ROUNDS,100000,100000,0
s,0,a,24,0,b,16RISERS 6 X 8,100000,100000,0
s,0,a,6,0,b,30 COCKTAIL ROUNDS,100000,100000,0
s,0,a,29,0,b,24RISERS 6 X 8,100000,100000,0
s,0,a,35,0,b,8 X 30 TABLES,100000,100000,0
s,0,a,5,0,b,24RISERS 6 X 8,100000,100000,0
s,0,a,4,0,b,8 X 18 TABLES,100000,100000,0
s,0,a,32,0,b,8 X 30 TABLES,100000,100000,0
s,0,a,12,0,b,30 STAND-UP ROUNDS,100000,100000,0
s,0,a,12,0,b,66 ROUND TABLES,100000,100000,0
s,0,a,19,0,b,SETS OF STAGE STEPS,100000,100000,0
s,0,a,15,0,b,8 X 30 TABLES,100000,100000,0
s,0,a,1,0,b,6 X 30 TABLES,100000,100000,0
s,0,a,12,0,b,30 COCKTAIL ROUNDS,100000,100000,0
s,0,a,11,0,b,8 X 30 TABLES,100000,100000,0
s,0,a,9,0,b,MEETING ROOM CHAIRS,100000,100000,0
t,2,a,t,2,b,8 X 30 TABLES,3600000,3600000,0
s,0,a,13,0,b,SETS OF STAGE STEPS,100000,100000,0
s,0,a,26,0,b,16RISERS 6 X 8,100000,100000,0
s,0,a,5,0,b,8 X 18 TABLES,100000,100000,0
s,0,a,9,0,b,SETS OF STAGE STEPS,100000,100000,0
s,0,a,14,0,b,16RISERS 6 X 8,100000,100000,0
s,0,a,13,0,b,66 ROUND TABLES,100000,100000,0
s,0,a,3,0,b,24RISERS 6 X 8,100000,100000,0
s,0,a,35,0,b,8 X 18 TABLES,100000,100000,0
s,0,a,20,0,b,24RISERS 6 X 8,100000,100000,0
s,0,a,14,0,b,24RISERS 6 X 8,100000,100000,0
s,0,a,8,0,b,24RISERS 6 X 8,100000,100000,0
s,0,a,19,0,b,16RISERS 6 X 8,100000,100000,0
s,0,a,2,0,b,24RISERS 6 X 8,100000,100000,0
s,0,a,34,0,b,MEETING ROOM CHAIRS,100000,100000,0
s,0,a,17,0,b,MEETING ROOM CHAIRS,100000,100000,0
s,0,a,13,0,b,6 X 30 TABLES,100000,100000,0
s,0,a,22,0,b,30 STAND-UP ROUNDS,100000,100000,0
s,0,a,6,0,b,6 X 30 TABLES,100000,100000,0
s,0,a,6,0,b,6 X 18 TABLES,100000,100000,0
s,0,a,3,0,b,MEETING ROOM CHAIRS,100000,100000,0
s,0,a,28,0,b,8 X 18 TABLES,100000,100000,0
s,0,a,11,0,b,16RISERS 6 X 8,100000,100000,0
s,0,a,17,0,b,30 STAND-UP ROUNDS,100000,100000,0
s,0,a,15,0,b,6 X 30 TABLES,100000,100000,0
s,0,a,25,0,b,16RISERS 6 X 8,100000,100000,0
s,0,a,16,0,b,16RISERS 6 X 8,100000,100000,0
s,0,a,20,0,b,SETS OF STAGE STEPS,100000,100000,0
s,0,a,7,0,b,6 X 18 TABLES,100000,100000,0
s,0,a,29,0,b,8 X 18 TABLES,100000,100000,0
s,0,a,10,0,b,66 ROUND TABLES,100000,100000,0
s,0,a,20,0,b,66 ROUND TABLES,100000,100000,0
s,0,a,11,0,b,30 STAND-UP ROUNDS,100000,100000,0
t,2,a,t,2,b,PODIUMS,3600000,3600000,0
s,0,a,17,0,b,8 X 30 TABLES,100000,100000,0
s,0,a,34,0,b,8 X 30 TABLES,100000,100000,0
s,0,a,10,0,b,6 X 30 TABLES,100000,100000,0
s,0,a,23,0,b,66 ROUND TABLES,100000,100000,0
s,0,a,35,0,b,6 X 18 TABLES,100000,100000,0
s,0,a,30,0,b,24RISERS 6 X 8,100000,100000,0
s,0,a,22,0,b,8 X 30 TABLES,100000,100000,0
s,0,a,34,0,b,30 STAND-UP ROUNDS,100000,100000,0
s,0,a,8,0,b,6 X 30 TABLES,100000,100000,0
s,0,a,9,0,b,8 X 30 TABLES,100000,100000,0
s,0,a,26,0,b,30 STAND-UP ROUNDS,100000,100000,0
s,0,a,4,0,b,30 COCKTAIL ROUNDS,100000,100000,0
s,0,a,31,0,b,66 ROUND TABLES,100000,100000,0
s,0,a,21,0,b,24RISERS 6 X 8,100000,100000,0
s,0,a,29,0,b,6 X 30 TABLES,100000,100000,0
s,0,a,27,0,b,66 ROUND TABLES,100000,100000,0
s,0,a,23,0,b,30 COCKTAIL ROUNDS,100000,100000,0
s,0,a,32,0,b,16RISERS 6 X 8,100000,100000,0
s,0,a,14,0,b,8 X 30 TABLES,100000,100000,0
s,0,a,31,0,b,6 X 30 TABLES,100000,100000,0
s,0,a,32,0,b,MEETING ROOM CHAIRS,100000,100000,0
s,0,a,35,0,b,30 COCKTAIL ROUNDS,100000,100000,0
s,0,a,32,0,b,66 ROUND TABLES,100000,100000,0
s,0,a,33,0,b,6 X 18 TABLES,100000,100000,0
s,0,a,16,0,b,6 X 18 TABLES,100000,100000,0
s,0,a,27,0,b,SETS OF STAGE STEPS,100000,100000,0
s,0,a,22,0,b,16RISERS 6 X 8,100000,100000,0
s,0,a,21,0,b,8 X 18 TABLES,100000,100000,0
s,0,a,36,0,b,30 STAND-UP ROUNDS,100000,100000,0
s,0,a,24,0,b,30 STAND-UP ROUNDS,100000,100000,0
s,0,a,26,0,b,MEETING ROOM CHAIRS,100000,100000,0
s,0,a,6,0,b,16RISERS 6 X 8,100000,100000,0
s,0,a,6,0,b,66 ROUND TABLES,100000,100000,0
s,0,a,8,0,b,PODIUMS,100000,100000,0
s,0,a,32,0,b,6 X 30 TABLES,100000,100000,0
s,0,a,33,0,b,8 X 30 TABLES,100000,100000,0
s,0,a,10,0,b,16RISERS 6 X 8,100000,100000,0
s,0,a,31,0,b,8 X 18 TABLES,100000,100000,0
s,0,a,3,0,b,8 X 18 TABLES,100000,100000,0
s,0,a,34,0,b,6 X 18 TABLES,100000,100000,0
s,0,a,19,0,b,6 X 18 TABLES,100000,100000,0
s,0,a,3,0,b,66 ROUND TABLES,100000,100000,0
s,0,a,12,0,b,24RISERS 6 X 8,100000,100000,0
s,0,a,25,0,b,6 X 30 TABLES,100000,100000,0
s,0,a,8,0,b,MEETING ROOM CHAIRS,100000,100000,0
s,0,a,18,0,b,66 ROUND TABLES,100000,100000,0
s,0,a,13,0,b,6 X 18 TABLES,100000,100000,0
s,0,a,26,0,b,6 X 18 TABLES,100000,100000,0
s,0,a,9,0,b,6 X 18 TABLES,100000,100000,0
t,2,a,t,2,b,66 ROUND TABLES,3600000,3600000,0
s,0,a,3,0,b,SETS OF STAGE STEPS,100000,100000,0
s,0,a,24,0,b,8 X 30 TABLES,100000,100000,0
s,0,a,19,0,b,30 COCKTAIL ROUNDS,100000,100000,0
s,0,a,30,0,b,6 X 30 TABLES,100000,100000,0
s,0,a,35,0,b,PODIUMS,100000,100000,0
s,0,a,6,0,b,SETS OF STAGE STEPS,100000,100000,0
s,0,a,21,0,b,SETS OF STAGE STEPS,100000,100000,0
s,0,a,1,0,b,30 STAND-UP ROUNDS,100000,100000,0
s,0,a,5,0,b,16RISERS 6 X 8,100000,100000,0
s,0,a,18,0,b,SETS OF STAGE STEPS,100000,100000,0
s,0,a,18,0,b,8 X 30 TABLES,100000,100000,0
s,0,a,34,0,b,SETS OF STAGE STEPS,100000,100000,0
s,0,a,21,0,b,66 ROUND TABLES,100000,100000,0
s,0,a,16,0,b,8 X 30 TABLES,100000,100000,0
s,0,a,27,0,b,8 X 18 TABLES,100000,100000,0
s,0,a,13,0,b,16RISERS 6 X 8,100000,100000,0
s,0,a,24,0,b,6 X 18 TABLES,100000,100000,0
s,0,a,30,0,b,MEETING ROOM CHAIRS,100000,100000,0
s,0,a,36,0,b,6 X 18 TABLES,100000,100000,0
s,0,a,7,0,b,66 ROUND TABLES,100000,100000,0
s,0,a,1,0,b,SETS OF STAGE STEPS,100000,100000,0
s,0,a,25,0,b,MEETING ROOM CHAIRS,100000,100000,0
s,0,a,25,0,b,30 COCKTAIL ROUNDS,100000,100000,0
s,0,a,35,0,b,6 X 30 TABLES,100000,100000,0
s,0,a,1,0,b,66 ROUND TABLES,100000,100000,0
s,0,a,30,0,b,30 COCKTAIL ROUNDS,100000,100000,0
s,0,a,30,0,b,SETS OF STAGE STEPS,100000,100000,0
s,0,a,34,0,b,66 ROUND TABLES,100000,100000,0
s,0,a,23,0,b,8 X 18 TABLES,100000,100000,0
s,0,a,9,0,b,30 COCKTAIL ROUNDS,100000,100000,0
t,2,a,t,2,b,8 X 18 TABLES,3600000,3600000,0
s,0,a,2,0,b,30 COCKTAIL ROUNDS,100000,100000,0
s,0,a,6,0,b,30 STAND-UP ROUNDS,100000,100000,0
s,0,a,36,0,b,PODIUMS,100000,100000,0
s,0,a,35,0,b,66 ROUND TABLES,100000,100000,0
s,0,a,22,0,b,6 X 18 TABLES,100000,100000,0
s,0,a,17,0,b,8 X 18 TABLES,100000,100000,0
s,0,a,28,0,b,MEETING ROOM CHAIRS,100000,100000,0
s,0,a,30,0,b,PODIUMS,100000,100000,0
s,0,a,19,0,b,6 X 30 TABLES,100000,100000,0
s,0,a,29,0,b,30 STAND-UP ROUNDS,100000,100000,0
s,0,a,3,0,b,30 STAND-UP ROUNDS,100000,100000,0
s,0,a,33,0,b,PODIUMS,100000,100000,0
s,0,a,31,0,b,30 COCKTAIL ROUNDS,100000,100000,0
s,0,a,12,0,b,6 X 18 TABLES,100000,100000,0
s,0,a,19,0,b,PODIUMS,100000,100000,0
s,0,a,20,0,b,6 X 30 TABLES,100000,100000,0
s,0,a,5,0,b,6 X 30 TABLES,100000,100000,0
s,0,a,8,0,b,30 COCKTAIL ROUNDS,100000,100000,0
s,0,a,29,0,b,MEETING ROOM CHAIRS,100000,100000,0
t,2,a,t,2,b,16RISERS 6 X 8,3600000,3600000,0
s,0,a,29,0,b,SETS OF STAGE STEPS,100000,100000,0
s,0,a,34,0,b,30 COCKTAIL ROUNDS,100000,100000,0
s,0,a,33,0,b,30 COCKTAIL ROUNDS,100000,100000,0
s,0,a,7,0,b,8 X 30 TABLES,100000,100000,0
s,0,a,34,0,b,PODIUMS,100000,100000,0
s,0,a,35,0,b,16RISERS 6 X 8,100000,100000,0
s,0,a,15,0,b,66 ROUND TABLES,100000,100000,0
s,0,a,25,0,b,PODIUMS,100000,100000,0
s,0,a,32,0,b,PODIUMS,100000,100000,0
s,0,a,14,0,b,30 COCKTAIL ROUNDS,100000,100000,0
s,0,a,2,0,b,6 X 30 TABLES,100000,100000,0
s,0,a,4,0,b,MEETING ROOM CHAIRS,100000,100000,0
s,0,a,26,0,b,8 X 30 TABLES,100000,100000,0
s,0,a,5,0,b,30 STAND-UP ROUNDS,100000,100000,0
s,0,a,13,0,b,PODIUMS,100000,100000,0
s,0,a,6,0,b,8 X 30 TABLES,100000,100000,0
s,0,a,10,0,b,30 STAND-UP ROUNDS,100000,100000,0
s,0,a,16,0,b,PODIUMS,100000,100000,0
s,0,a,15,0,b,SETS OF STAGE STEPS,100000,100000,0
s,0,a,28,0,b,PODIUMS,100000,100000,0
s,0,a,11,0,b,SETS OF STAGE STEPS,100000,100000,0
s,0,a,7,0,b,24RISERS 6 X 8,100000,100000,0
s,0,a,2,0,b,PODIUMS,100000,100000,0
s,0,a,21,0,b,8 X 30 TABLES,100000,100000,0
s,0,a,32,0,b,30 COCKTAIL ROUNDS,100000,100000,0
s,0,a,34,0,b,8 X 18 TABLES,100000,100000,0
s,0,a,5,0,b,MEETING ROOM CHAIRS,100000,100000,0
s,0,a,20,0,b,30 COCKTAIL ROUNDS,100000,100000,0
s,0,a,22,0,b,8 X 18 TABLES,100000,100000,0
s,0,a,9,0,b,8 X 18 TABLES,100000,100000,0
s,0,a,5,0,b,SETS OF STAGE STEPS,100000,100000,0
s,0,a,26,0,b,66 ROUND TABLES,100000,100000,0
s,0,a,16,0,b,30 COCKTAIL ROUNDS,100000,100000,0
s,0,a,26,0,b,SETS OF STAGE STEPS,100000,100000,0
s,0,a,6,0,b,24RISERS 6 X 8,100000,100000,0
s,0,a,14,0,b,PODIUMS,100000,100000,0
s,0,a,33,0,b,8 X 18 TABLES,100000,100000,0
s,0,a,10,0,b,MEETING ROOM CHAIRS,100000,100000,0
s,0,a,15,0,b,30 STAND-UP ROUNDS,100000,100000,0
s,0,a,20,0,b,PODIUMS,100000,100000,0
s,0,a,1,0,b,8 X 30 TABLES,100000,100000,0
s,0,a,14,0,b,6 X 30 TABLES,100000,100000,0
s,0,a,22,0,b,24RISERS 6 X 8,100000,100000,0
